SKU #,Picture,Description,Price,Materials,Title of Piece,Length/Weight
C-11,C11,"A necklace of twenty-eight cylindrical carnelian beads alternating with twenty-seven turquoise beads, each faced with two granulated gold ring beads. The center turquoise bead is elliptical or oval shaped; the remaining turquoise beads are small discs. A set of gold beading tips and a hook and eye clasp completes the necklace. The gold is 20k. The center bead is 1.65 cm in length, 8.8 mm wide at the center , 4 mm wide at the ends and 3.4 mm in thickness. The hole diameter is 2 mm. Gold tubes have been inserted into the holes to correct for some slight chipping at the drill hole, a not uncommon fate for many ancient beads. The turquoise discs are 1.5 mm in length and 3.4 mm in diameter. The hole diameters are 1.5 mm. The carnelian beads are 10 mm – 6.5 mm in length, 4mm -3mm in diameter, with drill hole diameters of 1.5 mm. All the beads are ancient, probably from about two thousand years ago. The beads have been selected for their deep rich colors.","$3,600.00","Carnelian, Turquoise, 20k gold",,"The necklace is 18 5/8 inches (47.3 cm) in length.
The necklace weighs 47.5 gm."
C-12,C12,"A necklace of fifty-seven etched carnelian beads – twenty-eight round (or short cylinders) and twenty-nine barrel beads alternating, with fifty-six gold granulated ring beads spacing them. A set of gold beading tips and a hook and eye clasp complete the necklace. The gold is 20k. The etching of agate and carnelian beads is accomplished by painting onto the surface of the bead as alkali (potash, white lead, and washing soda have all been reportedly used), and then subsequently firing the bead. This permanently whitens the area of the bead covered with the alkali. The whitening is not merely a glazing of the surface. The surface is often unaffected by this process; the whitening actually occurs beneath the surface and extends downward into the stone. The whitened areas may be raised on some specimen; in a few cases, the designs are sunken into the stone, the solution having acted like a flux as it was absorbed into the surface and melted the structure of the agate or carnelian. Etched beads have been manufactured since very early times. Beck attributed the specimens known to him to three main periods: Early (before 2000 BC), Middle (300 BC to 200 AD), and Late (600 to 1000 AD). Francis has expanded and revised this dating as follows: Early (2700 BC to 1800 BC), Middle (550 BC to 200 AD), and Late (224 to 642 AD). Etched beads from the earliest period have been found mainly at Mesopotamian and Indus civilization sites. The centers of their manufacture discovered so far are the Indus civilization sites of Lothal and Chanhu Daro. Middle period etched beads were found mainly at Indian subcontinent sites. Francis makes a strong case that the centers of manufacture of Late period etched beads was Iran and dates them to Sassanian times (224 to 642 AD).","$9,750.00","Carnelian, 20k gold",,"The necklace is 22 inches (55.9) in length.
The necklace weighs 28.2 gm."
C-13,C13,"A necklace of two hundred sixty-four etched carnelian beads spaced with turquoise disc beads and organized into four strands which are fed into two large round gold beads framing a rhomboid shaped tabular bead of carnelian and quartz. Gold beading tips and a hook and eye clasp complete the necklace. The rhomboid carnelian bead is 2.4 cm in length, 1.8 cm in width at the widest point and 4.4 mm in thickness at the middle. The ends are 4.8 mm in width and the drill hole is 2 mm in diameter. There is some minor chipping along one of the thin outer edges. The etched carnelian beads are round tabular beads with white circles outlining their two faces, rectangular tabular beads with white lines outlining their rectangular faces and oval shapes, similarly decorated. The beads are 5 mm in length. The rectangles are 3.0 mm – 3.8 mm in width, the ovals are similar in size. They are 2.5 mm to 3.0 mm in thickness. The turquoise discs are 3 mm in diameter and 1 mm in length. The drill holes of all the small beads are 1 mm or slightly less. The gold spheres are 8.2 mm in diameter. The spheres in the beading tips are 7.2 mm in diameter. The 20k gold is alloyed with silver. The gold has been patinated and given a darker hue. The center bead is a Bronze age bead from 2,000 BC from what is now present day Afghanistan. The etched carnelian beads in this necklace are difficult to date and probably date from late in the history of their production. The etching of agate and carnelian beads is accomplished by painting onto the surface of the bead as alkali ( potash, white lead, and washing soda have all been reportedly used), and then subsequently firing the bead. This permanently whitens the area of the bead covered with the alkali. The whitening is not merely a glazing of the surface. The surface is often unaffected by this process; the whitening actually occurs beneath the surface and extends downward into the stone. The whitened areas may be raised on some specimen; in a few cases, the designs are sunken into the stone, the solution having acted like a flux as it was absorbed into the surface and melted the structure of the agate or carnelian. The etching of agate and carnelian beads is accomplished by painting onto the surface of the bead as alkali (potash, white lead, and washing soda have all been reportedly used), and then subsequently firing the bead. This permanently whitens the area of the bead covered with the alkali. The whitening is not merely a glazing of the surface. The surface is often unaffected by this process; the whitening actually occurs beneath the surface and extends downward into the stone. The whitened areas may be raised on some specimen; in a few cases, the designs are sunken into the stone, the solution having acted like a flux as it was absorbed into the surface and melted the structure of the agate or carnelian.
  Etched beads have been manufactured since very early times.  Beck attributed the specimens known to him to three main periods: Early (before 2000 BC), Middle (300 BC to 200 AD), and Late (600 to 1000 AD). Francis has expanded and revised this dating as follows:  Early (2700 BC to 1800 BC), Middle (550 BC to 200 AD), and Late (224 to 642 AD). Etched beads from the earliest period have been found mainly at Mesopotamian and Indus civilization sites. The centers of their manufacture discovered so far are the Indus civilization sites of Lothal and Chanhu Daro. Middle period etched beads were found mainly at Indian subcontinent sites.  Francis makes a strong case that the centers of manufacture of Late period etched beads was Iran and dates them to Sassanian times (224 to 642 AD).","$7,500.00","Carnelian, Turquoise, 20k gold",,"The necklace is 24 1/8 inches (61.3 cm) in length.
The necklace weighs 44.8 gm."
C-14,C14,"A necklace of fifty-nine carnelian beads alternating with fifty-eight round 20k gold beads. Of the carnelian beads, twenty-nine are artificially patterned round beads, (called “etched”), and thirty are undecorated carnelian beads with alternating trapezoidal faces. Each of the etched carnelians are also faced with two 20k gold granulated ring beads. The beading tips and hook and eye clasp are 20k gold. The round etched carnelian beads are 5.5 mm in diameter with drill hole diameters of 1.5 mm. The short cylinder or drum shaped etched carnelian  beads graduate in size towards the back of the necklace. They have a white zigzag line going around the bead. The largest is 4mm in length and 5 mm in width. The smallest is 3.1 mm in length and 3.5 mm in width. The drill hole diameters are 1.4 mm. The undecorated carnelian beads are basically rectangular solids with the opposing sides both ground down towards the ends of the beads to make triangular faces. If the bead is rotated ninety degrees along the axis of the drill hole, the next set of opposing faces make a triangle facing in the opposite direction. The sizes of these beads also graduate towards the back of the necklace. The largest of these is 5 mm in length and 4.8 mm at the widest point. The smallest is 3 mm in length and 3 mm in width. The drill hole diameters are 1.4 mm. The round gold beads are slightly flattened in form.  They are 3.8 mm in length and 4.1 mm in width.  The granulated ring beads are made up of six grains and they are 2.5 mm in diameter. The etching of agate and carnelian beads is accomplished by painting onto the surface of the bead as alkali (potash, white lead, and washing soda have all been reportedly used), and then subsequently firing the bead. This permanently whitens the area of the bead covered with the alkali. The whitening is not merely a glazing of the surface. The surface is often unaffected by this process; the whitening actually occurs beneath the surface and extends downward into the stone. The whitened areas may be raised on some specimen; in a few cases, the designs are sunken into the stone, the solution having acted like a flux as it was absorbed into the surface and melted the structure of the agate or carnelian. Etched beads have been manufactured since very early times. Beck attributed the specimens known to him to three main periods: Early (before 2000 BC), Middle (300 BC to 200 AD), and Late (600 to 1000 AD). Francis has expanded and revised this dating as follows: Early (2700 BC to 1800 BC), Middle (550 BC to 200 AD), and Late (224 to 642 AD). Etched beads from the earliest period have been found mainly at Mesopotamian and Indus civilization sites. The centers of their manufacture discovered so far are the Indus civilization sites of Lothal and Chanhu Daro. Middle period etched beads were found mainly at Indian subcontinent sites. Francis makes a strong case that the centers of manufacture of Late period etched beads was Iran and dates them to Sassanian times (224 to 642 AD). The etched carnelian beads in this necklace are likely from the Middle period, or about two thousand years old as are the undecorated carnelian beads.","$6,975.00","Carnelian, 20k gold",,"The necklace is 20 ½ inches (52 cm) in length.
The necklace weighs 18.5 gm."
C-15,C15,"A three strand necklace of tabular carnelian beads spaced with turquoise disc beads which feed into a pair of gold beads facing a larger etched carnelian tabular bead with a figure of a cross in the center. There are short radiating white lines that go all around the outside edge; there is an identical image on the back side of the bead. The center bead is 2 cm in diameter and 6.9 mm in thickness. The drill hole diameter is 1.5 mm. The cross in the center is 7.5 mm across.  The tabular carnelian beads graduate in size. The hole diameters are 1.5 mm. The smallest tabular carnelian beads are 6.2 mm in diameter and 2.8 mm in thickness. The turquoise disc beads are 3mm in diameter. The two gold beads that face the center bead are 5 mm in length and 4.5 mm in width. The gold beads, the beading tips and hook and eye clasp are all 20k gold.","$3,550.00","Carnelian, Turquoise, 20k gold",,"The necklace is 21 5/8 inches (55 cm) in length.
The necklace weighs 50 gm."
C-16* prices v,C16,"A necklace of twenty-three etched carnelian barrel shaped beads alternating with tabular carnelian beads. Between each carnelian bead is a a 20k gold granulated ring bead. The beading tips are decorated with granulation and are 24k gold as is the hook and eye clasp. The center bead which is decorated with two white lines is 1.22 cm in length, 7 mm in width at the center and 4 mm wide at the ends with a drill hole diameter of 1.5 mm. There are six more barrel shaped carnelian beads with two stripes in the necklace, all around 1 cm in length and 5 mm in width at the center. There are twelve smaller etched barrels with one stripe, the largest 1 cm in length and the smallest 5 mm in length. There are a pair of longer etched carnelian beads, one with four stripes and one with five stripes. The four stripped one is 1.85 cm in length, and 5.5 mm in width at the center, 4.9 mm in width at the ends, and a drill hole diameter of 1.5 mm. The bead with five stripes is 2 cm in length, 5.9 mm in width at the center of the bead and 4.2 mm in width at the ends. The drill hole diameter is 1.9 mm. The tabular carnelian beads also graduate from larger to smaller to the back of the necklace. The largest is 8.5 mm in diameter with a thickness of 3 mm and drill hole diameter of 1 mm. The smallest is 2.7 mm in thickness with a drill hole diameter of 1 mm. The etched carnelian beads are probably from the middle period from India and what is now present day Pakistan which would make them about two thousand years old. Horace Beck attributed the specimens known to him to three main periods: Early (before 2000 BC), Middle (300 BC to 200 AD), and Late (600 to 1000 AD). Francis has expanded and revised this dating as follows: Early (2700 BC to 1800 BC), Middle (550 BC to 200 AD), and Late (224 to 642 AD). The tabular carnelian beads are probably a few centuries later.","$3,000.00","Carnelian, 20k gold, 24k gold",,"The necklace is 19 ½ inches (49.5 cm) in length.
The necklace weighs 23 gm."
C-17,C17,"A necklace of sixteen closely matched etched carnelian tapered barrel shaped beads, alternating with fifteen round etched carnelian beads with various patterns including circles (7), zigzags (4), melon stripes (3). Three of the round beads that have three circles around the circumference also have dots in the center of the circles as well as having circles around the drill holes on each end. Between each of the carnelian bead are granulated ring beads of 20k gold, thirty in all.  The beading tips are granulated and they and the hook and eye clasp are all 20k gold.
    The round bead in the center of the necklace is 9 mm in length, 1.3 mm in width. With a drill hole diameter of 1.8 mm. The round beads graduate in size to the back of the necklace with the smallest being 5 mm in length, 5.5 mm in width, with a drill hole diameter of 1.3 mm. Thirteen of the barrel shaped carnelian beads have five stripes, two have six stripes and one has four. The stripes seem to be placed to fill the space so that the longer beads have the higher number of stripes. Half of them have slightly flattened opposite sides, which means that the width in the center is less when the bead is rotated a quarter turn. The largest of these barrel shaped beads is 2.3 cm in length, 8 mm – 6.7 mm in width at the center, and 3.2 mm – 2.8 mm at the ends. The drill hole diameter is 1.2 mm. The smallest of the striped barrels is 5 mm in length, 6.8 mm – 5.2 mm in width at the center and with a drill hole diameter of 1.2 mm. The flattened sides are probably a consequence of the roughing out procedures used in chipping the carnelian to the approximate shape before grinding and polishing. The etched carnelian beads are probably from the middle period from India and what is now present day Pakistan which would make them about two thousand years old. Horace Beck attributed the specimens known to him to three main periods: Early (before 2000 BC), Middle (300 BC to 200 AD), and Late (600 to 1000 AD). Francis has expanded and revised this dating as follows: Early (2700 BC to 1800 BC), Middle (550 BC to 200 AD), and Late (224 to 642 AD).","$4,000.00","Carnelian, 20k gold",,"The necklace is 19 ¼ inches (48.9 cm) in length.
The necklace weighs 37.7 gm."
C-18,C18," A necklace of sixteen closely matched etched carnelian barrel beads alternating with seventeen cornerless cube shaped lapis lazuli beads. Each stone bead is separated with a granulated two tier ring bead of 24k gold. The granulated beading tips and hook and eye clasp are also 24k gold. The barrel shaped etched carnelian beads graduate in size slightly towards the back of the necklace. Twelve of the beads have five stripes, four of them have four stripes and one has three stripes. The largest are 1.5 cm in length, 1.75 cm in width at the center and 1.62 cm in width at the ends. The smallest is 1.2 cm in length, 7 mm in width at the center and 3.5 cm in length at the ends. The drill hole diameter is 1.3 mm. The largest cornerless cube bead is 8.0 mm in length, 8.5 mm in width, and with a drill hole diameter of 2.2 mm. The smallest is 5.5 mm in length, 5 mm wide and with a drill hole diameter of 2 mm. The etched carnelian beads are probably from the middle period from India and what is now present day Pakistan which would make them about two thousand years old. Horace Beck attributed the specimens known to him to three main periods: Early (before 2000 BC), Middle (300 BC to 200 AD), and Late (600 to 1000 AD). Francis has expanded and revised this dating as follows: Early (2700 BC to 1800 BC), Middle (550 BC to 200 AD), and Late (224 to 642 AD).","$5,000.00","Carnelian, Lapis Lazuli, 24k gold",,"The necklace is 17 ¾ inches (45 cm) in length.
The necklace weighs 39.3 gm."
C-19,C19,"A necklace of fourteen closely matched etched carnelian long barrel shaped beads alternating with fifteen small etched carnelian barrel beads. All beads are separated by 20k gold short tube beads. The long beads are striped, twelve have five stripes, the two longest beads have six. All the short beads have one stripe (except one which has a double zigzag, and one which has a white area on only one side). The short barrels graduate in size from the front to the back of the necklace. The largest is 7.7 mm in length, 6 mm in width at the center and 3.8 mm in width at the ends. The drill hole diameter is 1.8 mm. The smallest is 5.2 mm in length, 4 mm in width with a drill hole diameter just under 1 mm. Its opposite number on the other side has been capped to hide a broken end. The largest etched carnelian bead is 2.2 cm in length, 9 mm in width at the center and 4 mm in width at the ends. The drill hole diameter is 1.8 mm. Most of the longer beads are 1.75cm- 1.85cm in length, the shortest is 1.6cm. The etched carnelian beads are probably from the middle period from India and what is now present day Pakistan which would make them about two thousand years old.  Horace Beck attributed the specimens known to him to three main periods: Early (before 2000 BC), Middle (300 BC to 200 AD), and Late (600 to 1000 AD). Francis has expanded and revised this dating as follows: Early (2700 BC to 1800 BC), Middle (550 BC to 200 AD), and Late (224 to 642 AD). The gold tube beads, the beading tips and the hook and eye clasp are all 20k gold.","$4,000.00","Carnelian, 20k gold",,"The necklace is 20 ½ inches (52 cm) in length.
The necklace weighs 34.4 gm."
C-20,C20,"A necklace of fifty-four carnelian beads of flattened shape with a large center bead of carnelian with a flattened shape and a rounded bottom edge, a so-called “bow” bead. There are eighteen 20k gold tabular beads and a 20k hand made gold clasp and beading tips. There are six very small carnelian beads used at the center of the necklace to allow the three center beads to hang properly when the necklace is worn. The center carnelian bead is 2.4 cm in length, 1.2 cm in width at the center and 9 mm wide on the ends. The bead has a thickness of 5 mm. The drill hole diameter is 3 mm. The fifty-four carnelian beads graduate is size to the back of the necklace. At the center, the largest bead is 8.8 mm in length, 8 mm in width and 3.5 mm in thickness. The diameter of the drill hole is 1.5 mm. The beads are lozenge shaped in cross section; they taper to the top and bottom edges. The smallest bead at the back of the necklace is 4 mm in length, 5 mm in width and 2.5 mm in thickness. The beads are strung in groups of three with a tabular gold bead separating the groups. The largest pair of these at the front of the necklace is 8.5 mm in length and 1.1 cm in width. They decrease in size until at the back they are only 4 mm in length and 5 mm in width. The gold beads are strung so that they are always slightly wider than the two beads facing them. The design is inspired by early Bronze Age “winged disc” beads which are from the same period as the large carnelian bead at the center. The large drill hole (3 mm diameter) is indicative of an age of over four thousand years. This bead came from what is now Afghanistan. The flattened carnelian beads are about two thousand years old and come from the Swat Valley in what is now northern Pakistan. The six tiny carnelian beads used as spacers at the center are also from early Bronze Age Afghanistan.","$4,000.00","Carnelian, 20k gold",,"The necklace is 20 ¾ inches (52.7 cm) in length.
The necklace weighs 22 gm."
C-21* SW21,C21,"A necklace of seventy carnelian beads and twenty-four 20k gold tabular beads. The carnelian beads are flattened in shape; the top and bottom surfaces are curved so that they meet meet as an edge on the sides. The largest bead in the center is 2 cm in length, 9.5 mm in width and 3.8 mm in thickness. The diameter of the perforation is 3 mm. The very smallest beads at the back of the necklace are just 2.5 mm in length and 3 mm in width. The drill hole diameter is 1 mm. The gold beads also graduate in size, the largest being 8 mm in length and 1 mm in width. The smallest is 4 mm in length and 5 mm in width. The shapes are oval rather than circular, with a raised rib in the center. Two thin sheets of gold have been joined so that these ribs match up and become the channel through which the bead is strung. The clasp and beading tips are also handmade from 20k gold. The carnelian beads are strung in groups of three with the “winged disc” gold beads separating the groups. The gold beads are made to be just slightly larger in width than the carnelian beads to each side. The squared off shapes of the carnelian beads, with their right angle corners, contrasts with the oval gold beads, so that the impression is of circles and squares alternating. There is some whitening of the surface of some of the beads, the result of chemical interaction with the alkaline soil in which the beads were buried. The beads come from the Swat Valley of what is now northern Pakistan. They are probably around two thousand years old.
     The necklace is light in weight and delicate, resulting from the flattened shapes of the beads which eliminates about two-thirds of the mass of a similar bead that is round in cross section. The gold discs are also light in weight and make maximum effect of the flat reflective surface. This type of bead was developed over four and a half thousand years ago and appears in gold jewelry from the archaic period.","$4,000.00","Carnelian, 20k gold",,"The necklace is 19 ¼ inches (49 cm) in length.
The necklace weighs 14.6 gm."
C-22,C22,"A necklace of one hundred carnelian beads and twenty 20k gold tabular beads. The carnelian beads are flattened in shape; the top and bottom surfaces are curved so that they meet meet as an edge on the sides. The largest bead in the center is 1.2 cm in length and 7.8 mm in width. It is 3.5 mm in thickness and the drill hole diameter is 2 mm. The carnelian beads graduate very slightly in size from the front of the necklace to the back, but it is barely perceptible as the difference between widths in the front and back is only a little over a millimeter. The carnelian beads gain slightly in width only in the first inch to either side of the center bead. The tabular gold beads also graduate slightly from being 5 mm in length at the center to being 4 mm in length at the back. The necklace is light weight and delicate. The flattened form of the beads makes them weigh only about one third as much as if the beads were circular in cross section. The tabular gold beads are made by joining together two thin flat oval sheets with a raised ridge running down the middle so that the ridges line up forming a hollow channel through which the bead may be strung. This “winged disc” bead was developed during the archaic period over four and one half thousand years ago. The two gold sheets were fused together without the use of  soft solder, using the same technique employed in the use of decorative granulation. The result is a bead with no copper or zinc in the alloy and the maximum reflective surface with the minimum amount of weight. The gold beading tips and clasp are also hand made from 20k gold. ","$4,000.00","Carnelian, 20k gold",,"The necklace is 20 ¾ inches (52.7 cm) in length.
The necklace weighs 12 gm."
SCL-1,SCL1,"Necklace of twenty three old carnelian beads, seventeen are bicones, six are flattened spheres. The bicones are one inch (2.55 cm) in length and ½ inch (1.3 cm) in width at the center. The smallest ones to the back are 5/8 inch (1.6 cm) in length and 3/8 inch (.95 cm) in width at the center of the bead. The round beads are ½ inch (1.25 cm) in diameter and 5/16 inch (0.8cm) in length. The smallest one is 3/8 in (0.95 cm) in diameter and ¼ inch (0.62 cm) in length.  Twenty-two lapis cylinder beads alternate with the carnelian beads. These beads are 5/32 inch (0.4 cm) in diameter and 3/16 in (0.48cm) in length. There are fourty-four five-ball ring spacers between each bead.
   The carnelian beads are the product of the ancient agate industry in western India centered in Khambhat, Gujarat state. The beads have large drill holes (2.5 to 3 mm) which indicate an early date. The surfaces show conchoidal fractures from impacts and other chips and wear. The surfaces are matte and the color is a deep brownish red. While it is not possible to precisely date these beads, they are probably between one and two thousand years old. These carnelians were traded into Africa and were excavated in Jenne Jeno in sub-Saharan Mali in the early 1980's by traders seeking large terracotta vessels for the antiquities markets. Many diverse beads were uncovered in this endeavor and haphazardly strung and sold as a by-product of the more lucrative ceramics business. In this way it was possible to collect ancient agate beads that had been introduced into the African trade networks from west India into east Africa and had made their way north through the Saharan trade networks as far as the ancient trade outpost of Jenne Jeno in Mali. The lapis beads were made in Peshawar, Pakistan, by refugees from the Afghan war with Russia in the 1980's, from lapis brought with them from Afghanistan. The silver spacer beads are made from Fine silver (999) using the ancient technique of granulation. The hook and eye clasp and beading tips finish the necklace.",$750.00,"Carnelian, Lapis Lazuli, Silver",,"The necklace is 23 5/8 inches (60 cm) in length.
The necklace weighs 63.5 gm."
SCL-2,SCL2,"Necklace of carnelian, lapis lazuli, and silver beads with a silver pendant set with an oval lapis cabochon. There are thirty four rounded barrel shaped carnelian beads, with a deep dark orange color, highly polished. They range in size from 3/8 inch (0.95 cm) to 7/32 inch (0.55 cm) in diameter. There are two cornerless cube lapis beads, 7/16 inch (1.12 cm) square and six smaller, 9/32 inch (0.7 cm) by 9/16 inch(0.8 cm) in length. The silver pendant is one inch by an inch and three quarters, including the suspension loop at the top. The oval cabochon is 13/16 inch (1.92 cm) by 9/16 inch (1.4 cm). The pendant has fourteen petals edged with wire surrounding the bezeled stone. There are two grains of silver for each petal surrounding a twisted wire border to the bezel. There are thirty six five-ball granulated silver beads between each of the stone beads. The pair of beads facing the larger cornerless cube lapis beads are ten-ball “star” granulated beads. A hook and eye clasp with granulated beading tips finishes he necklace. 
    The carnelian beads in this necklace came from Mizoram in north eastern India. This is a tribal area where carnelian necklaces are part of the traditional costume. The beads were made in Khambhat in western India probably sometime in the last several hundred years specifically for this market. The beads are well made and highly polished. They have a deep reddish orange color that contrasts nicely with the deep blue of the lapis lazuli beads. The lapis is of good dark blue color. The beads were made in Peshawar, Pakistan, from lapis brought out of Afghanistan by Afghan refugees during the Afghan war with Russia in the early 1980's. The silver pendant was made by Newar silversmiths in Kathmandu, Nepal using traditional techniques and motifs. The silver beads are made from Fine silver (999) using the granulation technique.",$800.00,"Carnelian, Lapis Lazuli, Silver",,"The necklace is 16 inches (40.6 cm) in length.  
The necklace weighs 52.1 gm."
SCL-4,SCL4,"A necklace of forty-three carnelian beads alternating with forty-two granulated silver beads. There are twenty-two flattened round beads from 3/8 inch (0.9 cm) in diameter by ¼ inch (0.6 cm) in length to ¼ inch (0.6 cm) by 1/8 inch (0.32 cm). There are twenty-one bicone beads. The largest in the center of the necklace is 1 1/16 inch (2.7 cm) in length. It is 7/16 inch (1.15cm) in width at the widest point in the center and 3/16 inch (0.45 cm) in width at the ends. The drill hole is 2.9 mm in diameter. The smallest bicone is 13/32 inch (1.0 cm) in length and ¼ inch (0.6 cm) at the widest point at the center of the bead. There are forty-two granulated beads with twenty grains arranged in three tiers of five, ten, and five granules to form a “mulberry.” Two five-ball ring beads and a hook and eye clasp finish the necklace.
   The carnelian beads are the product of the ancient agate industry in western India centered in Khambhat, Gujarat state. The beads have large drill holes (2.5 to 3 mm) which indicate an early date. The surfaces show conchoidal fractures from impacts and other chips and swear. The surfaces are matte and the color varies from a deep brownish red to a pale yellow to clear quartz. Many of the beads are a very pale almost pinkish orange. It appears that the iron pigment that would respond to heat treating was almost entirely absent in the agate matrix. This resulted in beads with an unusual pale color. While it is not possible to precisely date these beads, they are probably between one and two thousand years old. These carnelians were traded into Africa and were excavated in Jenne Jeno in sub-Saharan Mali in the early 1980's by traders seeking large terracotta vessels for the antiquities markets. Many diverse beads were uncovered in this endeavor and haphazardly strung and sold as a by-product of the more lucrative ceramics business. In this way it was possible to collect ancient agate beads that had been introduced into the African trade networks from west India into east Africa and had made their way north through the Saharan trade networks as far as the ancient trade outpost of Jenne Jeno in Mali. The granulated beads are made from Fine silver (999). They are ¼ inch (0.63 cm) in diameter and 3/16 inch (0.45 cm) in length. There have twenty granules arranged in three tiers; two five-ball rings sandwich a ten-ball “star.”","$1,200.00","Carnelian, Silver",,"The necklace is 26 inches (66 cm) in length.
The necklace weighs 59.6 gm."
SCL-6,SCL6,"A necklace of forty-two carnelian beads of deep reddish orange color spaced with eighty-four granulated silver beads, two between each stone bead. A silver pendant is set with an oval turquoise cabochon of bright blue color with some wispy black matrix. A silver clasp completes the necklace. The carnelian beads range from 7/16 inch (1.08 cm) by 5/16 inch (0.80 cm) at the center to 5/16 inch (0.8 cm) by 3/16 inch (0.5 cm) at the back. They are translucent with a matte finish and show some internal banding of the stone. They are a product of the agate industry of western India centered in Khambhat, Gujarat State and are of indeterminate age. The silver pendant is 1 ¾ inch (4.42 cm) in height and 7/8 inch (2.22 cm) in width. The pendant is framed with grains around the outside edge with a triangle of six grains attached below. A border of twisted wires surrounds the bezel for the cabochon and a second border of larger twisted wires surround the inner border. The suspension ring is a thick half round wire also bordered with a twisted wire at each edge. A large grain covers the join and the granulated border and the outer twisted wire border at the top. The pendant is marked on the back at the bottom with a stamped “925” which is the assay mark for sterling silver (92.5 % silver). The silver content is probably closer to Fine (999) as the Newar smiths who made the pendant in Kathmandu routinely work in Fine silver in order to take advantage of its greater malleability. When questioned about the mark, they explained that it was necessary in order to pass U.S. Customs requirements. The clasp and granulated beads are Fine silver (999) which is necessary to make the granulation technique possible.",$850.00,"Carnelian, Turquoise, Silver",,"The necklace is 21 7/8 inches (55.5 cm) in length.
The necklace weighs 47 gm."
SCL-7,SCL7,"Necklace of carnelian, lapis lazuli, and silver beads with a silver pendant set with a tear drop shaped lapis cabochon. There are eighty-four carnelian barrel shaped beads of a deep reddish orange color, highly polished. They range from ¼ inch (0.6 cm) in length and 9/32 inch (0.7 cm) in width at the center of the necklace, to 5/32 inch (0.4 cm) in length and 5/32 (0.4 cm) in width at the back. There are ten lapis lazuli cornerless cube beads from 9/32 inch (0.72 cm) in length and ¼ inch (0.6 cm) in width to 3/16 inch (0.49 cm) in length and 3/16 inch (0.45 cm) in width. Each is faced with two granulated silver beads. A teardrop shaped silver pendant, 1 29/32 inch (4.8 cm) by 1 1/8 inch (2.8 cm), bordered with seventeen petal shaped triangular protuberances bordered with silver wire encloses a cabochon of lapis lazuli, also tear drop shaped with the point downwards. There are 34 silver granules, two in each triangle, each sitting on a circlet of silver wire inside the border of the triangles. Within this border is the bezel for the cabochon which has been bordered with two rounds of  twisted wire, the outer made with larger wires than the inner border. The carnelian beads in this necklace came from Mizoram in north eastern India. This is a tribal area where carnelian necklaces are part of the traditional costume. The beads were made in Khambhat in western India probably sometime in the last several hundred years specifically for this market. The beads are well made and highly polished. They have a deep reddish orange color that contrasts nicely with the deep blue of the lapis lazuli beads. The lapis is of good dark blue color. The beads were made in Peshawar, Pakistan, from lapis brought out of Afghanistan by Afghan refugees during the Afghan war with Russia in the early 1980's. The silver pendant was made by Newar silversmiths in Kathmandu Nepal using traditional techniques and motifs.  The twenty five-ball silver beads are made from Fine silver (999) using the granulation technique. A silver hook and eye clasp with beading tips finishes the necklace.",$500.00,"Carnelian, Lapis Lazuli, Silver",,"The necklace is 23 inches (58.4 cm) in length.
The necklace weighs 49.5 gm."
SCL-8,SCL8,"A necklace of forty deep reddish orange carnelian beads spaced with granulated silver spacer beads with a pale green jade plaque pendant. The pendant is 1 11/16 inch (4.3 cm) in height and 1 ¾ inch (4.45 cm) in width. It is in the shape of a squared off oval with flat stepped top and bottom extending about 2.5 mm from the perimeter. It is faintly speckled with some black inclusions and white mottled internal structural differences. The material and form are characteristic of the Mogul period. They are probably made in India about five hundred years ago, although precise dating is not possible. The carnelian beads range from ½ inch (1.25 cm) in length and 11/32 inch (0.88 cm) in width at the center to 5/16 inch (0.8 cm) in length and 3/16 inch (0.5 cm) in width at the back of the necklace. There are forty five-ball granulated silver spacer beads between each of the stone beads. A silver hook and eye clasp finishes the necklace. The plaque is an amulet worn by Muslims. Often talismans were made by inscribing verses from the Koran or the names of Allah on carnelian or agate plaques. Over time, the shaped plaques themselves came to be seen as amulets. During the Mogul period in India, jade was preferred, but agate is much more common, being less expensive.",$635.00,"Carnelian, Jade, Silver",,"The necklace is 19 ¼ inches (49 cm) in length.
The necklace weighs 47 gm."
